time,Close
2023-05-22 09:30:00,76.55000305175781
2023-05-22 10:00:00,76.76000213623047
2023-05-22 10:30:00,76.9800033569336
2023-05-22 11:00:00,77.06999969482422
2023-05-22 11:30:00,77.16999816894531
2023-05-22 12:00:00,77.36000061035156
2023-05-22 12:30:00,77.05999755859375
2023-05-22 13:00:00,77.02999877929688
2023-05-22 13:30:00,77.04000091552734
2023-05-22 14:00:00,76.95999908447266
2023-05-22 14:30:00,76.83999633789062
2023-05-22 15:00:00,76.6500015258789
2023-05-22 15:30:00,76.4800033569336
2023-05-23 09:30:00,77.01719665527344
2023-05-23 10:00:00,76.73999786376953
2023-05-23 10:30:00,77.13999938964844
2023-05-23 11:00:00,77.23999786376953
2023-05-23 11:30:00,77.25
2023-05-23 12:00:00,76.81999969482422
2023-05-23 12:30:00,76.56999969482422
2023-05-23 13:00:00,76.55000305175781
2023-05-23 13:30:00,76.68000030517578
2023-05-23 14:00:00,76.44999694824219
2023-05-23 14:30:00,76.63999938964844
2023-05-23 15:00:00,76.55999755859375
2023-05-23 15:30:00,76.19000244140625
2023-05-24 09:30:00,75.80000305175781
2023-05-24 10:00:00,76.13999938964844
2023-05-24 10:30:00,75.5
2023-05-24 11:00:00,75.30249786376953
2023-05-24 11:30:00,75.0
2023-05-24 12:00:00,74.8499984741211
2023-05-24 12:30:00,74.86499786376953
2023-05-24 13:00:00,74.58000183105469
2023-05-24 13:30:00,74.5
2023-05-24 14:00:00,74.41999816894531
2023-05-24 14:30:00,74.47000122070312
2023-05-24 15:00:00,74.55000305175781
2023-05-24 15:30:00,74.26000213623047
2023-05-25 09:30:00,73.19999694824219
2023-05-25 10:00:00,73.5199966430664
2023-05-25 10:30:00,73.36000061035156
2023-05-25 11:00:00,72.97000122070312
2023-05-25 11:30:00,72.91000366210938
2023-05-25 12:00:00,73.14009857177734
2023-05-25 12:30:00,73.17500305175781
2023-05-25 13:00:00,73.80000305175781
2023-05-25 13:30:00,73.86499786376953
2023-05-25 14:00:00,73.91999816894531
2023-05-25 14:30:00,73.86000061035156
2023-05-25 15:00:00,74.01000213623047
2023-05-25 15:30:00,73.5999984741211
2023-05-26 09:30:00,73.30000305175781
2023-05-26 10:00:00,73.76000213623047
2023-05-26 10:30:00,73.58999633789062
2023-05-26 11:00:00,73.1500015258789
2023-05-26 11:30:00,73.01000213623047
2023-05-26 12:00:00,73.11499786376953
2023-05-26 12:30:00,73.0999984741211
2023-05-26 13:00:00,73.11499786376953
2023-05-26 13:30:00,73.03500366210938
2023-05-26 14:00:00,73.31999969482422
2023-05-26 14:30:00,73.44000244140625
2023-05-26 15:00:00,73.38999938964844
2023-05-26 15:30:00,73.5199966430664
2023-05-30 09:30:00,73.80500030517578
2023-05-30 10:00:00,73.63500213623047
2023-05-30 10:30:00,73.01000213623047
2023-05-30 11:00:00,73.41000366210938
2023-05-30 11:30:00,73.47000122070312
